Animal_ID,Species,Average_Lifespan (Years),Weight (kg),Height (cm),Diet_Type,Habitat,Conservation_Status,Domesticated,Primary_Region,Nocturnal,Speed (km/h),Intelligence_Level,Endangered_Level (1-5),cluster
ANM_233,Lion,56,3632.8,352.14,Herbivore,Ocean,Endangered,Yes,Europe,No,56.96,Low,2,0
ANM_234,Dog,24,2581.42,179.93,Omnivore,Forest,Critically Endangered,No,North America,Yes,18.72,Medium,3,2
ANM_235,Giraffe,51,2807.38,56.87,Carnivore,Ocean,Extinct,Yes,Antarctica,No,97.1,Low,1,2
ANM_236,Elephant,18,4260.03,179.29,Carnivore,Desert,Vulnerable,Yes,Antarctica,Yes,32.68,Medium,4,2
ANM_237,Horse,25,4194.91,44.71,Carnivore,Forest,Least Concern,No,Europe,Yes,76.77,Low,2,2
ANM_238,Lion,11,702.5,369.88,Carnivore,Ocean,Least Concern,Yes,Asia,Yes,34.08,Medium,4,3
ANM_239,Lion,10,907.08,309.44,Herbivore,Desert,Vulnerable,No,Antarctica,No,67.22,Low,3,3
ANM_240,Dog,73,1831.06,244.23,Herbivore,Forest,Vulnerable,Yes,Africa,Yes,50.48,Low,4,1
ANM_241,Dog,21,1756.28,168.02,Herbivore,Urban,Vulnerable,No,Australia,Yes,7.63,Medium,5,1
ANM_242,Deer,36,2651.48,230.81,Omnivore,Forest,Critically Endangered,Yes,Asia,Yes,10.47,Low,5,1
ANM_243,Dog,38,4938.07,391.43,Carnivore,Desert,Critically Endangered,Yes,Australia,Yes,6.8,High,3,0
ANM_244,Tiger,18,779.8,291.5,Omnivore,Ocean,Endangered,Yes,Europe,Yes,45.64,Medium,3,3
ANM_245,Elephant,78,3261.69,304.93,Herbivore,Ocean,Extinct,No,Africa,No,78.76,Low,3,0
ANM_246,Panda,30,3590.84,131.47,Carnivore,Grassland,Least Concern,Yes,South America,No,87.55,Low,1,2
ANM_247,Horse,75,985.56,242.07,Carnivore,Wetland,Endangered,Yes,Asia,No,80.94,High,4,1
ANM_248,Horse,35,4891.23,79.29,Carnivore,Ocean,Critically Endangered,No,Australia,No,28.47,Low,3,2
ANM_249,Deer,52,4740.3,53.96,Herbivore,Ocean,Endangered,No,North America,Yes,55.55,Medium,1,2
ANM_250,Tiger,42,881.97,343.83,Carnivore,Forest,Least Concern,No,Africa,No,83.87,Low,1,3
ANM_251,Lion,54,3207.01,312.17,Carnivore,Grassland,Vulnerable,No,South America,Yes,45.73,Medium,4,0
ANM_252,Panda,51,2621.04,221.56,Carnivore,Forest,Endangered,No,Africa,No,9.33,Low,1,3
ANM_253,Deer,35,2186.42,333.14,Herbivore,Ocean,Least Concern,Yes,Asia,Yes,39.3,High,4,3
ANM_254,Elephant,39,1676.88,125.12,Carnivore,Forest,Least Concern,Yes,Asia,Yes,93.91,Medium,3,1
ANM_255,Deer,12,1307.69,238.04,Omnivore,Grassland,Extinct,Yes,South America,Yes,69.37,Medium,1,3
ANM_256,Giraffe,6,4653.06,324.35,Herbivore,Wetland,Least Concern,No,Africa,No,24.31,Medium,3,2
ANM_257,Dog,63,1433.13,44.32,Omnivore,Urban,Least Concern,No,Europe,No,31.71,Medium,4,1
ANM_258,Cat,69,460.45,107.66,Carnivore,Urban,Critically Endangered,No,Asia,No,50.52,Low,3,1
ANM_259,Horse,46,1970.44,64.16,Carnivore,Forest,Vulnerable,No,Australia,No,14.55,Medium,4,1
ANM_260,Giraffe,52,1061.99,279.44,Omnivore,Forest,Extinct,No,Africa,No,83.31,Medium,5,1
ANM_261,Dog,72,4323.61,35.93,Carnivore,Forest,Critically Endangered,No,North America,Yes,73.12,Low,2,0
ANM_262,Deer,78,1063.95,202.86,Herbivore,Grassland,Extinct,No,Antarctica,No,96.62,Low,1,1
ANM_263,Deer,68,3162.43,209.08,Carnivore,Ocean,Least Concern,No,Asia,No,10.39,Low,3,0
ANM_264,Lion,31,3683.72,71.3,Omnivore,Forest,Extinct,Yes,Antarctica,Yes,12.53,Medium,3,2
ANM_265,Tiger,73,364.72,66.11,Omnivore,Forest,Endangered,Yes,Asia,Yes,27.7,High,3,1
ANM_266,Deer,70,1398.86,90.55,Carnivore,Forest,Endangered,No,Africa,No,40.93,High,1,3
ANM_267,Elephant,68,2002.56,374.27,Carnivore,Grassland,Vulnerable,Yes,Europe,No,5.84,High,3,3
ANM_268,Elephant,38,2934.98,155.78,Herbivore,Forest,Critically Endangered,No,North America,Yes,43.8,Medium,3,2
ANM_269,Horse,16,4991.14,158.07,Herbivore,Grassland,Least Concern,Yes,Africa,No,73.92,Low,1,2
ANM_270,Lion,24,4569.52,58.28,Herbivore,Grassland,Least Concern,Yes,Africa,Yes,64.13,Medium,5,2
ANM_271,Tiger,79,4223.81,256.46,Carnivore,Ocean,Least Concern,Yes,North America,No,68.54,High,5,0
ANM_272,Tiger,17,4756.35,377.19,Herbivore,Wetland,Extinct,No,Africa,No,98.59,High,3,0
ANM_273,Cat,6,1377.52,345.24,Omnivore,Grassland,Critically Endangered,Yes,Africa,Yes,16.09,Low,4,3
ANM_274,Panda,73,435.67,111.54,Carnivore,Ocean,Vulnerable,No,Antarctica,Yes,28.23,Low,4,1
ANM_275,Panda,79,3987.6,67.71,Herbivore,Forest,Extinct,No,North America,Yes,8.97,High,2,0
ANM_276,Elephant,22,3949.55,65.07,Carnivore,Ocean,Critically Endangered,Yes,Australia,Yes,97.58,High,1,2
ANM_277,Kangaroo,74,3716.74,339.36,Omnivore,Grassland,Extinct,Yes,Antarctica,No,82.53,Low,3,0
ANM_278,Dog,38,3429.74,271.48,Carnivore,Desert,Extinct,No,Antarctica,Yes,40.27,Medium,5,0
ANM_279,Kangaroo,75,1193.04,79.71,Carnivore,Urban,Vulnerable,Yes,Europe,No,42.56,High,2,1
ANM_280,Deer,76,158.06,96.43,Omnivore,Grassland,Endangered,Yes,Africa,No,29.54,Low,2,1
ANM_281,Kangaroo,31,2850.31,309.25,Omnivore,Urban,Vulnerable,No,Europe,No,36.57,High,4,3
ANM_282,Dog,55,4169.39,28.47,Omnivore,Wetland,Extinct,Yes,South America,Yes,16.61,Medium,4,2
ANM_283,Dog,10,1768.24,58.27,Carnivore,Urban,Extinct,Yes,Africa,Yes,29.12,High,4,2
ANM_284,Dog,13,3668.53,182.57,Herbivore,Forest,Vulnerable,Yes,Antarctica,No,30.49,Low,3,2
ANM_285,Horse,61,1208.41,278.58,Herbivore,Forest,Extinct,Yes,Antarctica,No,97.11,High,4,1
ANM_286,Lion,35,3306.22,238.97,Herbivore,Forest,Extinct,No,Europe,No,95.78,Low,1,2
ANM_287,Deer,57,3986.4,245.87,Omnivore,Grassland,Critically Endangered,Yes,South America,No,11.9,Medium,4,0
ANM_288,Deer,72,3748.04,243.82,Herbivore,Grassland,Vulnerable,Yes,Africa,Yes,49.81,Medium,5,0
ANM_289,Deer,46,3852.16,226.51,Carnivore,Grassland,Extinct,No,Antarctica,No,34.72,Medium,2,0
ANM_290,Dog,16,3520.61,90.85,Omnivore,Grassland,Least Concern,Yes,Asia,Yes,69.78,Low,4,2
ANM_291,Kangaroo,44,3298.09,64.3,Carnivore,Ocean,Least Concern,No,North America,No,74.9,High,1,2
ANM_292,Kangaroo,45,2499.27,328.93,Omnivore,Grassland,Critically Endangered,Yes,Asia,No,87.55,High,1,3
ANM_293,Dog,42,3510.46,221.53,Omnivore,Wetland,Endangered,No,Australia,No,62.6,High,2,0
ANM_294,Cat,25,1921.09,276.97,Herbivore,Grassland,Least Concern,No,North America,Yes,10.31,Medium,3,3
ANM_295,Horse,13,460.48,118.25,Carnivore,Urban,Critically Endangered,No,South America,No,25.07,Medium,5,1
ANM_296,Deer,8,3195.24,53.43,Herbivore,Grassland,Endangered,No,Australia,No,67.75,Medium,3,2
ANM_297,Lion,53,1854.38,204.41,Carnivore,Wetland,Vulnerable,Yes,Australia,No,15.3,Medium,4,1
ANM_298,Lion,22,2460.85,205.87,Carnivore,Wetland,Endangered,No,Africa,Yes,14.54,High,1,3
ANM_299,Tiger,79,165.63,276.99,Herbivore,Ocean,Endangered,Yes,North America,No,94.0,High,3,1
ANM_300,Giraffe,18,884.91,181.44,Omnivore,Grassland,Extinct,Yes,Australia,Yes,45.84,Low,2,3
ANM_301,Horse,35,3857.96,364.43,Omnivore,Ocean,Extinct,Yes,South America,No,14.64,High,3,0
ANM_302,Elephant,40,4868.93,109.52,Omnivore,Ocean,Extinct,No,Europe,Yes,24.06,High,3,2
ANM_303,Cat,37,4273.82,345.41,Herbivore,Desert,Extinct,Yes,North America,No,92.86,High,1,0
ANM_304,Deer,58,1471.11,180.88,Carnivore,Grassland,Vulnerable,No,Antarctica,No,42.04,Low,5,1
ANM_305,Elephant,24,1088.03,240.69,Carnivore,Grassland,Endangered,No,Africa,No,24.52,Medium,1,3
ANM_306,Panda,25,3543.13,36.53,Carnivore,Grassland,Endangered,Yes,Antarctica,No,91.62,High,1,2
ANM_307,Horse,14,3127.41,235.39,Omnivore,Wetland,Extinct,Yes,Africa,Yes,45.02,High,5,2
ANM_308,Giraffe,16,4881.89,209.75,Herbivore,Desert,Least Concern,No,Antarctica,No,47.78,High,1,2
ANM_309,Giraffe,55,677.63,304.45,Omnivore,Grassland,Extinct,Yes,Asia,No,22.83,Low,3,3
ANM_310,Elephant,55,1673.27,22.0,Omnivore,Desert,Least Concern,Yes,Australia,Yes,14.78,Medium,5,1
ANM_311,Tiger,40,2138.31,109.7,Omnivore,Urban,Least Concern,No,South America,Yes,97.75,Low,5,1
ANM_312,Tiger,52,4995.47,193.54,Omnivore,Wetland,Critically Endangered,No,Australia,No,46.58,Medium,1,0
ANM_313,Elephant,44,3450.26,267.24,Herbivore,Ocean,Vulnerable,No,Africa,No,86.94,Medium,5,0
ANM_314,Elephant,5,610.16,161.8,Carnivore,Grassland,Least Concern,No,Asia,Yes,93.44,Low,5,1
ANM_315,Kangaroo,78,2354.23,300.75,Carnivore,Wetland,Endangered,Yes,Antarctica,Yes,70.78,Medium,5,1
ANM_316,Kangaroo,57,3639.7,196.92,Herbivore,Wetland,Critically Endangered,Yes,Asia,No,8.6,Low,4,0
ANM_317,Elephant,63,3197.28,365.38,Carnivore,Urban,Least Concern,No,Antarctica,No,73.13,Low,1,0
ANM_318,Tiger,27,620.27,217.91,Omnivore,Grassland,Endangered,Yes,Europe,No,76.35,Medium,1,3
ANM_319,Cat,17,3045.44,304.13,Omnivore,Ocean,Critically Endangered,Yes,Australia,Yes,99.83,Low,5,1
ANM_320,Lion,40,2186.41,228.14,Omnivore,Wetland,Endangered,No,Australia,Yes,39.79,Medium,2,3
ANM_321,Elephant,48,3721.03,157.24,Omnivore,Desert,Extinct,Yes,Europe,No,42.23,High,3,0
ANM_322,Kangaroo,18,3059.71,203.53,Carnivore,Urban,Extinct,Yes,Antarctica,Yes,48.92,Medium,4,2
ANM_323,Elephant,59,56.6,365.82,Omnivore,Desert,Critically Endangered,No,Antarctica,No,85.54,Medium,5,1
ANM_324,Cat,65,272.27,125.07,Omnivore,Desert,Vulnerable,Yes,Europe,No,92.14,High,4,1
ANM_325,Dog,29,663.53,311.65,Herbivore,Urban,Vulnerable,No,South America,Yes,9.59,High,3,3
ANM_326,Dog,12,2061.3,383.94,Herbivore,Desert,Extinct,No,Australia,Yes,81.03,Medium,5,1
ANM_327,Dog,74,3667.48,91.84,Omnivore,Forest,Extinct,Yes,Europe,Yes,53.99,High,5,0
ANM_328,Deer,47,2390.99,188.1,Omnivore,Urban,Endangered,Yes,Antarctica,Yes,53.12,Low,3,1
ANM_329,Lion,61,278.43,206.35,Carnivore,Ocean,Vulnerable,No,Antarctica,Yes,78.66,Low,5,1
ANM_330,Horse,58,4303.94,173.17,Carnivore,Urban,Least Concern,No,Africa,Yes,54.37,Low,1,0
ANM_331,Cat,51,331.56,349.25,Omnivore,Grassland,Least Concern,No,South America,Yes,92.1,Low,2,3
ANM_332,Tiger,52,3325.81,303.5,Herbivore,Ocean,Vulnerable,No,Antarctica,No,38.45,Low,4,0
ANM_333,Lion,78,3002.88,44.01,Carnivore,Ocean,Critically Endangered,Yes,Africa,No,19.69,Medium,3,0
ANM_334,Giraffe,55,2541.39,316.19,Herbivore,Urban,Extinct,Yes,Australia,No,52.6,High,3,0
ANM_335,Giraffe,24,1195.41,291.08,Carnivore,Desert,Least Concern,No,Australia,No,45.36,Low,3,3
ANM_336,Giraffe,28,4932.72,175.86,Carnivore,Wetland,Vulnerable,No,Asia,Yes,69.51,High,4,2
ANM_337,Deer,79,743.59,112.13,Carnivore,Wetland,Endangered,No,Asia,Yes,73.59,Medium,2,1
ANM_338,Elephant,65,2043.21,316.76,Omnivore,Ocean,Least Concern,Yes,Antarctica,No,62.05,High,2,3
ANM_339,Cat,15,847.02,326.57,Omnivore,Urban,Endangered,No,Australia,Yes,41.12,High,3,3
ANM_340,Elephant,46,1023.85,313.05,Omnivore,Grassland,Extinct,No,South America,No,7.85,High,5,3
ANM_341,Elephant,33,739.31,98.06,Omnivore,Forest,Critically Endangered,Yes,North America,No,17.81,Medium,4,1
ANM_342,Horse,60,1032.96,397.89,Omnivore,Desert,Endangered,Yes,Africa,Yes,65.07,Low,5,1
ANM_343,Dog,9,1752.82,40.84,Carnivore,Forest,Endangered,No,Australia,Yes,32.24,Low,3,2
ANM_344,Deer,16,3180.31,36.01,Herbivore,Forest,Vulnerable,No,Asia,Yes,31.17,Medium,3,2
ANM_345,Elephant,45,354.11,63.06,Carnivore,Ocean,Endangered,Yes,Antarctica,Yes,81.72,Low,3,1
ANM_346,Horse,30,354.68,369.69,Herbivore,Grassland,Endangered,No,Australia,Yes,87.67,Medium,1,3
ANM_347,Lion,46,1103.46,367.84,Carnivore,Urban,Least Concern,No,Australia,No,47.43,Low,5,1
ANM_348,Giraffe,44,1475.24,79.86,Herbivore,Grassland,Critically Endangered,No,Australia,Yes,34.99,High,4,1
ANM_349,Giraffe,45,2040.9,325.34,Omnivore,Urban,Critically Endangered,No,Australia,Yes,45.94,High,1,3
ANM_350,Elephant,72,2337.91,115.46,Herbivore,Ocean,Vulnerable,Yes,South America,Yes,96.75,Medium,1,0
ANM_351,Elephant,52,2283.81,225.52,Herbivore,Grassland,Extinct,No,North America,Yes,30.43,Medium,1,3
ANM_352,Horse,15,3931.11,158.08,Herbivore,Urban,Critically Endangered,No,Asia,No,90.9,Medium,5,2
ANM_353,Horse,36,4055.52,340.14,Carnivore,Urban,Critically Endangered,No,South America,No,9.24,Low,1,3
ANM_354,Panda,18,1508.29,353.8,Omnivore,Forest,Extinct,Yes,North America,Yes,29.43,High,1,3
ANM_355,Lion,76,2878.57,145.26,Carnivore,Forest,Endangered,No,North America,No,46.84,Low,4,0
ANM_356,Lion,47,4639.18,338.33,Herbivore,Urban,Vulnerable,Yes,Africa,No,6.4,High,2,0
ANM_357,Panda,24,3434.2,373.18,Herbivore,Ocean,Critically Endangered,Yes,Antarctica,Yes,73.61,Low,3,0
ANM_358,Lion,69,724.86,298.06,Carnivore,Urban,Critically Endangered,Yes,Australia,Yes,75.46,Medium,5,1
ANM_359,Kangaroo,21,4843.82,152.47,Herbivore,Desert,Least Concern,Yes,Australia,Yes,40.48,Medium,5,2
ANM_360,Giraffe,59,2780.1,161.97,Omnivore,Desert,Vulnerable,Yes,Africa,No,56.65,Low,5,1
ANM_361,Dog,43,301.19,95.63,Herbivore,Ocean,Extinct,Yes,South America,No,86.78,Low,5,1
ANM_362,Cat,74,2691.48,287.69,Carnivore,Desert,Least Concern,No,Antarctica,No,34.26,High,3,0
ANM_363,Tiger,29,4856.0,35.8,Herbivore,Urban,Vulnerable,Yes,Asia,Yes,20.7,Medium,2,2
ANM_364,Lion,77,2840.4,117.36,Herbivore,Ocean,Extinct,No,Antarctica,No,86.94,Medium,2,0
ANM_365,Dog,74,1057.79,230.35,Carnivore,Ocean,Vulnerable,No,Asia,Yes,18.41,Low,2,3
ANM_366,Cat,55,2815.69,71.65,Carnivore,Ocean,Extinct,No,North America,No,96.02,Low,3,1
ANM_367,Cat,41,93.74,311.39,Omnivore,Grassland,Extinct,No,Australia,Yes,94.67,Medium,2,3
ANM_368,Tiger,66,4400.16,254.35,Herbivore,Wetland,Least Concern,Yes,South America,Yes,79.32,Medium,4,0
ANM_369,Lion,37,4581.47,200.7,Carnivore,Forest,Extinct,No,Africa,Yes,14.13,High,4,0
ANM_370,Cat,25,723.32,349.17,Carnivore,Wetland,Vulnerable,No,Asia,No,7.54,Low,1,3
ANM_371,Elephant,51,4754.25,66.97,Omnivore,Forest,Least Concern,Yes,North America,Yes,94.12,Low,1,2
ANM_372,Giraffe,15,4568.58,74.79,Omnivore,Urban,Vulnerable,Yes,North America,No,43.88,Medium,3,2
ANM_373,Kangaroo,21,1665.84,120.75,Carnivore,Urban,Endangered,No,Asia,No,19.64,Low,2,2
ANM_374,Panda,70,4972.88,89.04,Omnivore,Desert,Endangered,No,Asia,Yes,45.11,High,4,0
ANM_375,Tiger,16,396.46,70.57,Herbivore,Desert,Extinct,Yes,Asia,No,21.98,Low,5,1
ANM_376,Dog,47,2778.89,160.2,Omnivore,Desert,Vulnerable,No,Antarctica,Yes,54.08,Low,2,2
ANM_377,Dog,65,4084.89,24.39,Carnivore,Ocean,Vulnerable,Yes,Europe,Yes,37.61,Medium,4,0
ANM_378,Panda,38,4299.37,245.01,Omnivore,Urban,Vulnerable,Yes,North America,No,87.22,High,1,0
ANM_379,Dog,36,4423.75,145.72,Herbivore,Grassland,Critically Endangered,Yes,Antarctica,No,7.03,Low,4,2
ANM_380,Dog,75,3790.17,176.96,Herbivore,Wetland,Critically Endangered,No,Africa,No,74.97,High,2,0
ANM_381,Kangaroo,73,134.94,371.63,Omnivore,Desert,Extinct,Yes,Africa,Yes,59.84,High,4,1
ANM_382,Kangaroo,50,2171.22,321.94,Omnivore,Forest,Critically Endangered,Yes,South America,Yes,13.02,Low,4,3
ANM_383,Elephant,20,2628.5,357.31,Herbivore,Ocean,Least Concern,Yes,Australia,Yes,19.22,High,5,3
ANM_384,Horse,57,4415.87,310.11,Omnivore,Desert,Extinct,No,Antarctica,No,84.95,High,4,0
ANM_385,Elephant,39,234.12,371.94,Omnivore,Grassland,Extinct,No,Antarctica,No,22.97,High,5,3
ANM_386,Elephant,32,962.2,235.21,Omnivore,Grassland,Least Concern,Yes,Asia,Yes,59.7,Low,1,3
ANM_387,Cat,9,1225.43,153.32,Carnivore,Grassland,Least Concern,Yes,Asia,Yes,93.17,Low,4,1
ANM_388,Kangaroo,25,374.7,93.64,Omnivore,Ocean,Endangered,No,Asia,Yes,72.76,Medium,3,1
ANM_389,Giraffe,43,4382.73,355.77,Carnivore,Ocean,Critically Endangered,No,Asia,Yes,42.88,High,2,0
ANM_390,Giraffe,57,2249.92,108.6,Omnivore,Wetland,Endangered,No,Europe,Yes,88.65,High,3,1
ANM_391,Deer,10,2832.53,70.5,Herbivore,Wetland,Critically Endangered,Yes,Africa,Yes,28.85,Medium,1,2
ANM_392,Dog,48,1887.14,265.53,Herbivore,Wetland,Critically Endangered,No,South America,Yes,83.97,Low,1,3
ANM_393,Horse,45,2528.58,60.91,Omnivore,Grassland,Extinct,No,South America,No,54.94,Medium,5,1
ANM_394,Giraffe,47,3063.19,338.17,Omnivore,Grassland,Vulnerable,No,Europe,No,86.56,Medium,4,0
ANM_395,Dog,29,2052.96,236.85,Herbivore,Urban,Least Concern,No,North America,No,72.2,Low,2,3
ANM_396,Tiger,22,2721.66,173.56,Carnivore,Grassland,Extinct,Yes,North America,No,14.34,Medium,4,2
ANM_397,Kangaroo,67,289.52,136.66,Omnivore,Wetland,Vulnerable,Yes,South America,No,5.5,High,2,3
ANM_398,Panda,19,1581.31,56.78,Omnivore,Wetland,Endangered,No,Europe,No,49.44,Low,4,2
ANM_399,Cat,9,2954.13,350.31,Herbivore,Wetland,Critically Endangered,No,North America,No,60.36,High,1,3
ANM_400,Tiger,55,3474.04,272.56,Herbivore,Desert,Least Concern,Yes,Australia,Yes,11.67,Medium,4,0
ANM_401,Deer,65,1586.16,115.53,Carnivore,Forest,Endangered,No,Africa,Yes,47.38,Medium,2,1
ANM_402,Dog,54,3924.85,145.59,Omnivore,Ocean,Least Concern,Yes,Australia,No,96.69,Medium,2,0
ANM_403,Horse,7,2635.33,65.6,Carnivore,Wetland,Least Concern,Yes,Australia,Yes,73.91,Low,2,2
ANM_404,Giraffe,70,4268.58,273.0,Omnivore,Desert,Least Concern,Yes,Asia,No,30.61,Medium,1,0
ANM_405,Panda,18,3035.45,302.35,Herbivore,Forest,Least Concern,No,North America,Yes,57.94,Medium,4,3
ANM_406,Panda,10,4232.67,289.83,Herbivore,Urban,Critically Endangered,No,Africa,No,43.86,High,1,2
ANM_407,Tiger,29,1463.46,238.37,Omnivore,Desert,Vulnerable,No,Antarctica,No,48.16,High,2,3
ANM_408,Tiger,58,1413.44,219.61,Herbivore,Wetland,Critically Endangered,Yes,Asia,No,44.67,Low,5,1
ANM_409,Horse,15,3076.16,308.57,Omnivore,Grassland,Least Concern,Yes,South America,No,23.56,High,2,3
ANM_410,Dog,26,827.46,83.7,Carnivore,Desert,Critically Endangered,No,South America,No,69.13,High,5,1
ANM_411,Kangaroo,27,468.03,317.64,Omnivore,Grassland,Endangered,No,South America,Yes,25.44,Medium,3,3
ANM_412,Elephant,57,1950.32,214.43,Carnivore,Desert,Endangered,No,North America,No,61.83,Medium,4,1
ANM_413,Lion,67,4746.97,290.93,Carnivore,Grassland,Least Concern,No,South America,No,78.32,High,1,0
ANM_414,Dog,65,3344.97,288.1,Omnivore,Ocean,Extinct,No,Antarctica,No,51.92,Medium,3,0
ANM_415,Giraffe,10,3489.43,397.71,Herbivore,Forest,Vulnerable,Yes,Europe,No,33.78,Medium,5,3
ANM_416,Giraffe,44,557.48,266.23,Herbivore,Urban,Vulnerable,No,Europe,No,60.41,Medium,1,3
ANM_417,Tiger,6,2829.85,350.45,Herbivore,Grassland,Least Concern,No,Africa,Yes,39.46,High,1,3
ANM_418,Cat,77,703.55,32.85,Herbivore,Wetland,Vulnerable,Yes,Europe,No,92.97,High,5,1
ANM_419,Panda,9,2985.14,259.58,Omnivore,Desert,Endangered,No,Africa,Yes,57.18,High,2,2
ANM_420,Deer,33,1887.4,282.01,Herbivore,Ocean,Least Concern,No,North America,No,95.08,Low,3,1
ANM_421,Lion,75,737.38,305.15,Herbivore,Ocean,Least Concern,No,Antarctica,Yes,90.95,High,3,1
ANM_422,Kangaroo,20,3018.92,91.78,Carnivore,Desert,Critically Endangered,Yes,Africa,No,52.74,High,4,2
ANM_423,Giraffe,13,2245.6,203.31,Omnivore,Wetland,Extinct,Yes,Antarctica,No,84.97,Low,4,1
ANM_424,Giraffe,62,4177.28,362.05,Herbivore,Forest,Endangered,Yes,Asia,Yes,90.78,Low,4,0
ANM_425,Deer,6,1267.69,186.79,Herbivore,Ocean,Endangered,No,North America,Yes,41.34,High,2,3
ANM_426,Panda,54,3427.36,382.28,Herbivore,Forest,Endangered,No,Europe,Yes,65.41,High,1,0
ANM_427,Dog,37,680.69,243.94,Omnivore,Ocean,Critically Endangered,Yes,Europe,Yes,37.41,Low,2,3
ANM_428,Kangaroo,55,3432.85,208.62,Omnivore,Urban,Vulnerable,No,Europe,Yes,65.02,Medium,1,0
ANM_429,Tiger,35,4252.11,186.34,Omnivore,Ocean,Least Concern,No,Australia,No,50.66,High,2,2
ANM_430,Tiger,32,3050.14,277.63,Herbivore,Wetland,Endangered,Yes,Africa,Yes,34.78,High,2,3
ANM_431,Panda,56,698.2,274.9,Herbivore,Urban,Extinct,Yes,Africa,No,5.97,Medium,2,3
ANM_432,Dog,73,1342.23,144.36,Carnivore,Grassland,Extinct,Yes,North America,No,45.07,High,5,1
ANM_433,Dog,39,1465.87,182.74,Omnivore,Ocean,Critically Endangered,No,Australia,Yes,78.49,Low,4,1
ANM_434,Deer,31,2282.4,84.63,Carnivore,Desert,Extinct,No,South America,No,5.62,Medium,5,2
ANM_435,Deer,53,4655.64,273.32,Carnivore,Forest,Extinct,No,Africa,Yes,39.87,Low,3,0
ANM_436,Horse,40,2297.02,51.1,Herbivore,Forest,Extinct,Yes,North America,No,44.35,Low,5,1
ANM_437,Panda,48,3445.45,344.51,Herbivore,Urban,Extinct,No,Antarctica,Yes,86.58,Medium,4,0
ANM_438,Deer,45,4831.43,227.48,Herbivore,Urban,Critically Endangered,No,Antarctica,Yes,48.39,High,1,0
ANM_439,Panda,71,1433.64,171.81,Herbivore,Desert,Endangered,Yes,Asia,Yes,54.41,Medium,2,1
ANM_440,Lion,43,2705.23,41.72,Herbivore,Forest,Vulnerable,No,Antarctica,No,14.81,High,3,2
ANM_441,Horse,38,1684.27,110.89,Omnivore,Desert,Critically Endangered,Yes,Europe,No,95.06,High,2,1
ANM_442,Deer,71,4231.01,70.08,Carnivore,Forest,Least Concern,Yes,Africa,Yes,85.84,Medium,1,0
ANM_443,Tiger,74,865.17,306.5,Carnivore,Urban,Vulnerable,Yes,Antarctica,Yes,71.07,High,1,3
ANM_444,Dog,56,586.38,253.82,Herbivore,Wetland,Least Concern,No,Antarctica,Yes,28.47,Medium,4,1
ANM_445,Panda,26,229.95,378.25,Omnivore,Urban,Least Concern,No,Antarctica,No,44.14,High,2,3
ANM_446,Tiger,17,3066.8,337.01,Omnivore,Wetland,Endangered,No,North America,Yes,19.5,Medium,4,3
ANM_447,Dog,75,891.28,219.58,Carnivore,Wetland,Critically Endangered,Yes,Australia,No,67.08,Low,3,1
ANM_448,Deer,76,3370.22,338.56,Herbivore,Ocean,Least Concern,No,Antarctica,Yes,12.07,High,2,0
ANM_449,Cat,51,18.87,193.84,Carnivore,Ocean,Critically Endangered,No,Australia,No,91.23,High,3,1
ANM_450,Elephant,50,3586.34,216.01,Carnivore,Desert,Least Concern,No,Antarctica,No,63.83,Low,4,0
ANM_451,Tiger,78,2159.18,254.09,Carnivore,Desert,Vulnerable,No,Antarctica,No,74.58,Medium,5,1
ANM_452,Lion,26,2706.22,99.31,Omnivore,Wetland,Vulnerable,Yes,Europe,Yes,36.98,Medium,3,2
ANM_453,Lion,52,866.93,167.15,Omnivore,Ocean,Extinct,No,Europe,No,91.53,Medium,5,1
ANM_454,Deer,38,2660.77,237.77,Herbivore,Forest,Vulnerable,No,Europe,Yes,79.43,High,5,1
ANM_455,Dog,41,1759.81,99.46,Omnivore,Forest,Vulnerable,Yes,Africa,No,19.57,Medium,1,2
ANM_456,Tiger,60,1709.34,255.28,Carnivore,Wetland,Least Concern,No,Australia,Yes,22.6,Low,2,3
ANM_457,Giraffe,9,2681.54,68.99,Herbivore,Grassland,Critically Endangered,Yes,Africa,No,32.55,High,3,2
ANM_458,Tiger,75,3540.71,346.98,Herbivore,Urban,Critically Endangered,No,Africa,Yes,38.13,Low,3,0
ANM_459,Deer,7,319.99,180.75,Herbivore,Ocean,Critically Endangered,Yes,North America,Yes,69.58,High,1,3
ANM_460,Elephant,63,1738.07,243.8,Carnivore,Urban,Vulnerable,No,Australia,No,21.81,Low,5,1
ANM_461,Kangaroo,33,4206.96,204.1,Carnivore,Forest,Endangered,Yes,Antarctica,No,70.51,High,2,2
ANM_462,Tiger,54,939.03,348.39,Carnivore,Grassland,Least Concern,No,Africa,No,8.05,Medium,2,3
ANM_463,Elephant,25,4415.02,270.0,Omnivore,Grassland,Endangered,Yes,Africa,Yes,45.75,Medium,5,0
ANM_464,Cat,10,378.41,296.11,Herbivore,Desert,Critically Endangered,Yes,Antarctica,No,91.03,Low,4,1
ANM_465,Panda,63,429.22,274.25,Herbivore,Grassland,Critically Endangered,No,Europe,Yes,89.35,Low,5,1
ANM_466,Horse,32,3938.22,290.17,Carnivore,Desert,Critically Endangered,Yes,Australia,No,60.62,Medium,5,0
